Stop,Route,Day,Direction,Time
Thurston @ Stewart,92,Monday - Friday,North,11:51PM
Wait @ Triphammer,93,Weekdays,Loop,7:21PM
Wait @ Triphammer,93,Weekdays,Loop,8:21PM
Wait @ Triphammer,93,Weekdays,Loop,9:21PM
Wait @ Triphammer,93,Weekdays,Loop,10:21PM
Wait @ Triphammer,93,Weekdays,Loop,11:21PM
State @ Stewart (inbound to Commons),52,Weekdays,Inbound,6:26AM
State @ Stewart (inbound to Commons),67,Weekdays,Outbound,6:29AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,6:50AM
State @ Stewart (inbound to Commons),52,Weekdays,Inbound,7:08AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,7:20AM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,7:22AM
State @ Stewart (inbound to Commons),40,Weekdays,Inbound,7:23AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,7:33AM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,7:34AM
State @ Stewart (inbound to Commons),37,Weekdays,Inbound,7:35AM
State @ Stewart (inbound to Commons),67,Weekdays,Outbound,7:39AM
State @ Stewart (inbound to Commons),52,Weekdays,Inbound,7:40AM
State @ Stewart (inbound to Commons),40,Weekdays,Inbound,7:43AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,7:45AM
State @ Stewart (inbound to Commons),53,Morning Weekdays,Loop,7:49AM
State @ Stewart (inbound to Commons),36, Monday-Friday AM,Inbound,7:49AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,7:50AM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,7:59AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:02AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,8:13AM
State @ Stewart (inbound to Commons),36, Monday-Friday AM,Inbound,8:14AM
State @ Stewart (inbound to Commons),52,Weekdays,Inbound,8:17AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:20AM
State @ Stewart (inbound to Commons),37,Weekdays,Inbound,8:21AM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,8:22AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,8:23AM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,8:25AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:32AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,8:49AM
State @ Stewart (inbound to Commons),53,Morning Weekdays,Loop,8:49AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:50AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,9:02AM
State @ Stewart (inbound to Commons),37,Weekdays,Inbound,9:08AM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,9:09AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,9:12AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,9:13AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,9:20AM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,9:22AM
State @ Stewart (inbound to Commons),40,Weekdays,Inbound,9:25AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,9:32AM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,9:39AM
State @ Stewart (inbound to Commons),52,Weekdays,Inbound,9:46AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,9:49AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,9:50AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,10:02AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,10:13AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,10:20AM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,10:22AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,10:23AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,10:50AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,11:12AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,11:13AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,11:20AM
State @ Stewart (inbound to Commons),67,Weekdays,Outbound,11:21AM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,11:22AM
State @ Stewart (inbound to Commons),52,Weekdays,Inbound,11:46AM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,11:49AM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,11:49AM
State @ Stewart (inbound to Commons),65,Weekdays,Outbound,11:49AM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,11:50AM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,12:13PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,12:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,12:22PM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,12:23PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,12:50PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,12:55PM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,1:12PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,1:13PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,1:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,1:22PM
State @ Stewart (inbound to Commons),65,Weekdays,Outbound,1:22PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,1:49PM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,1:49PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,1:50PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,2:02PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,2:13PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,2:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,2:22PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,2:50PM
State @ Stewart (inbound to Commons),67,Weekdays,Outbound,2:51PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,3:07PM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,3:12PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,3:13PM
State @ Stewart (inbound to Commons),65,Weekdays,Outbound,3:14PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,3:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,3:22PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,3:32PM
State @ Stewart (inbound to Commons),20,Weekdays,Outbound,3:34PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,3:42PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,3:49PM
State @ Stewart (inbound to Commons),31,Weekdays,Loop,3:49PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,3:50PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,4:02PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,4:13PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,4:20PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,4:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,4:22PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,4:32PM
State @ Stewart (inbound to Commons),67,Weekdays,Outbound,4:38PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,4:42PM
State @ Stewart (inbound to Commons),20,Weekdays,Outbound,4:49PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,4:50PM
State @ Stewart (inbound to Commons),65,Weekdays,Outbound,4:59PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,5:02PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,5:07PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,5:13PM
State @ Stewart (inbound to Commons),53,Afternoon Weekdays,Loop,5:14PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,5:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,5:22PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,5:27PM
State @ Stewart (inbound to Commons),37,Weekdays,Inbound,5:29PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,5:32PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,5:43PM
State @ Stewart (inbound to Commons),40,Weekdays,Inbound,5:47PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,5:50PM
State @ Stewart (inbound to Commons),67,Weekdays,Outbound,5:53PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,6:00PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,6:02PM
State @ Stewart (inbound to Commons),37,Weekdays,Inbound,6:09PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,6:13PM
State @ Stewart (inbound to Commons),53,Afternoon Weekdays,Loop,6:19PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,6:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,6:22PM
State @ Stewart (inbound to Commons),21,Weekdays,Outbound,6:22PM
State @ Stewart (inbound to Commons),40,Weekdays,Inbound,6:27PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,6:32PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,6:39PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,6:50PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,7:00PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,7:02PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,7:09PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,7:20PM
State @ Stewart (inbound to Commons),51,Weekdays,Inbound,7:22PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,7:32PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,7:50PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:02PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,8:09PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:20PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,8:29PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,8:50PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,9:09PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,9:20PM
State @ Stewart (inbound to Commons),43,Weekdays,Inbound,9:50PM
State @ Stewart (inbound to Commons),30,Weekdays,Inbound,9:50PM
State @ Stewart (inbound to Commons),90,Monday - Friday,Inbound,9:51PM
State @ Stewart (inbound to Commons),32,Weekdays,Inbound,10:02PM
State @ Stewart (inbound to Commons),90,Monday - Friday,Inbound,10:21PM
State @ Stewart (inbound to Commons),90,Monday - Friday,Inbound,10:51PM
State @ Stewart (inbound to Commons),90,Monday - Friday,Inbound,11:21PM
State @ Stewart (inbound to Commons),90,Monday - Friday,Inbound,11:51PM
Post Office @ Warren Rd.,37,Weekdays,Inbound,7:17AM
Post Office @ Warren Rd.,37,Weekdays,Inbound,8:03AM
Post Office @ Warren Rd.,37,Weekdays,Inbound,8:50AM
Post Office @ Warren Rd.,37,Weekdays,Outbound,4:28PM
Post Office @ Warren Rd.,37,Weekdays,Outbound,5:12PM
Post Office @ Warren Rd.,37,Weekdays,Inbound,5:13PM
Post Office @ Warren Rd.,37,Weekdays,Inbound,5:53PM
Warren Rd. @ Asbury,37,Weekdays,Inbound,7:04AM
Warren Rd. @ Asbury,37,Weekdays,Outbound,7:32AM
Warren Rd. @ Asbury,37,Weekdays,Inbound,7:50AM
Warren Rd. @ Asbury,37,Weekdays,Outbound,8:45AM
Warren Rd. @ Asbury,37,Weekdays,Outbound,4:44PM
Warren Rd. @ Asbury,37,Weekdays,Inbound,5:00PM
Warren Rd. @ Asbury,37,Weekdays,Outbound,5:28PM
Warren Rd. @ Asbury,37,Weekdays,Inbound,5:40PM
Asbury @ Triphammer,37,Weekdays,Inbound,7:04AM
Asbury @ Triphammer,37,Weekdays,Outbound,7:32AM
Asbury @ Triphammer,37,Weekdays,Inbound,7:50AM
Asbury @ Triphammer,37,Weekdays,Outbound,8:45AM
Asbury @ Triphammer,37,Weekdays,Outbound,4:44PM
Asbury @ Triphammer,37,Weekdays,Inbound,5:00PM
Asbury @ Triphammer,37,Weekdays,Outbound,5:28PM
Asbury @ Triphammer,37,Weekdays,Inbound,5:40PM
Triphammer @ 34B,37,Weekdays,Inbound,7:04AM
Triphammer @ 34B,37,Weekdays,Outbound,7:32AM
Triphammer @ 34B,37,Weekdays,Inbound,7:50AM
Triphammer @ 34B,37,Weekdays,Outbound,8:45AM
Triphammer @ 34B,37,Weekdays,Outbound,4:44PM
Triphammer @ 34B,37,Weekdays,Inbound,5:00PM
Triphammer @ 34B,37,Weekdays,Outbound,5:28PM
Triphammer @ 34B,37,Weekdays,Inbound,5:40PM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Inbound,7:04AM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Outbound,7:32AM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Inbound,7:50AM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Outbound,8:45AM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Outbound,4:44PM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Inbound,5:00PM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Outbound,5:28PM
Auburn Rd. (Rt. 34) @ Buck Rd.,37,Weekdays,Inbound,5:40PM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Inbound,7:04AM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Outbound,7:32AM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Inbound,7:50AM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Outbound,8:45AM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Outbound,4:44PM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Inbound,5:00PM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Outbound,5:28PM
Auburn Rd. (Rt. 34) @ E. Lansing/Searles,37,Weekdays,Inbound,5:40PM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Outbound,6:24AM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,6:32AM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Outbound,6:44AM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,6:57AM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Inbound,7:07AM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Inbound,7:27AM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,8:07AM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Outbound,8:26AM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,8:32AM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Inbound,9:09AM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,10:22AM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,12:22PM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,2:22PM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,3:22PM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Outbound,4:48PM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,4:53PM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Outbound,5:28PM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Inbound,5:31PM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,6:03PM
Dryden Rd. @ Baker Hill Rd.,40,Weekdays,Inbound,6:11PM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,7:02PM
Dryden Rd. @ Baker Hill Rd.,43,Weekdays,Outbound,9:02PM
Rt. 366 @ Kirk Rd.,40,Weekdays,Outbound,6:32AM
Rt. 366 @ Kirk Rd.,40,Weekdays,Outbound,6:52AM
Rt. 366 @ Kirk Rd.,40,Weekdays,Inbound,7:03AM
Rt. 366 @ Kirk Rd.,40,Weekdays,Inbound,7:23AM
Rt. 366 @ Kirk Rd.,40,Weekdays,Outbound,8:34AM
Rt. 366 @ Kirk Rd.,40,Weekdays,Inbound,9:05AM
Rt. 366 @ Kirk Rd.,40,Weekdays,Outbound,4:56PM
Rt. 366 @ Kirk Rd.,40,Weekdays,Inbound,5:27PM
Rt. 366 @ Kirk Rd.,40,Weekdays,Outbound,5:36PM
Rt. 366 @ Kirk Rd.,40,Weekdays,Inbound,6:07PM
Groton Rd. @ Peruville Rd.,40,Weekdays,Outbound,6:35AM
Groton Rd. @ Peruville Rd.,40,Weekdays,Inbound,6:53AM
Groton Rd. @ Peruville Rd.,40,Weekdays,Outbound,6:55AM
Groton Rd. @ Peruville Rd.,40,Weekdays,Inbound,7:13AM
Groton Rd. @ Peruville Rd.,40,Weekdays,Outbound,8:37AM
Groton Rd. @ Peruville Rd.,40,Weekdays,Inbound,8:55AM
Groton Rd. @ Peruville Rd.,43,Weekdays,Outbound,10:47AM
Groton Rd. @ Peruville Rd.,43,Weekdays,Inbound,11:05AM
Groton Rd. @ Peruville Rd.,43,Weekdays,Outbound,12:47PM
Groton Rd. @ Peruville Rd.,43,Weekdays,Inbound,1:05PM
Groton Rd. @ Peruville Rd.,43,Weekdays,Outbound,2:47PM
Groton Rd. @ Peruville Rd.,43,Weekdays,Inbound,3:05PM
Groton Rd. @ Peruville Rd.,40,Weekdays,Outbound,4:59PM
Groton Rd. @ Peruville Rd.,40,Weekdays,Inbound,5:17PM
Groton Rd. @ Peruville Rd.,40,Weekdays,Outbound,5:39PM
Groton Rd. @ Peruville Rd.,40,Weekdays,Inbound,5:57PM
Groton Rd. @ Peruville Rd.,43,Weekdays,Outbound,7:27PM
Groton Rd. @ Peruville Rd.,43,Weekdays,Inbound,7:45PM
Groton High School,40,Weekdays,Outbound,6:35AM
Groton High School,40,Weekdays,Inbound,6:53AM
Groton High School,40,Weekdays,Outbound,6:55AM
Groton High School,40,Weekdays,Inbound,7:13AM
Groton High School,40,Weekdays,Outbound,8:37AM
Groton High School,40,Weekdays,Inbound,8:55AM
Groton High School,43,Weekdays,Outbound,10:47AM
Groton High School,43,Weekdays,Inbound,11:05AM
Groton High School,43,Weekdays,Outbound,12:47PM
Groton High School,43,Weekdays,Inbound,1:05PM
Groton High School,43,Weekdays,Outbound,2:47PM
Groton High School,43,Weekdays,Inbound,3:05PM
Groton High School,40,Weekdays,Outbound,4:59PM
Groton High School,40,Weekdays,Inbound,5:17PM
Groton High School,40,Weekdays,Outbound,5:39PM
Groton High School,40,Weekdays,Inbound,5:57PM
Groton High School,43,Weekdays,Outbound,7:27PM
Groton High School,43,Weekdays,Inbound,7:45PM
Groton Express Mart,40,Weekdays,Outbound,6:45AM
Groton Express Mart,40,Weekdays,Inbound,6:50AM
Groton Express Mart,40,Weekdays,Outbound,7:05AM
Groton Express Mart,40,Weekdays,Inbound,7:10AM
Groton Express Mart,40,Weekdays,Outbound,8:47AM
Groton Express Mart,40,Weekdays,Inbound,8:52AM
Groton Express Mart,43,Weekdays,Outbound,10:56AM
Groton Express Mart,43,Weekdays,Inbound,11:03AM
Groton Express Mart,43,Weekdays,Outbound,12:56PM
Groton Express Mart,43,Weekdays,Inbound,1:03PM
Groton Express Mart,43,Weekdays,Outbound,2:56PM
Groton Express Mart,43,Weekdays,Inbound,3:03PM
Groton Express Mart,40,Weekdays,Outbound,5:09PM
Groton Express Mart,40,Weekdays,Inbound,5:14PM
Groton Express Mart,40,Weekdays,Outbound,5:49PM
Groton Express Mart,40,Weekdays,Inbound,5:54PM
Groton Express Mart,43,Weekdays,Outbound,7:36PM
Groton Express Mart,43,Weekdays,Inbound,7:43PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,6:32AM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,6:57AM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,8:07AM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,8:32AM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,10:22AM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,12:22PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,2:22PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,3:22PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,4:53PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,6:03PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,7:02PM
Rt. 13 @ Mineah Rd.,43,Weekdays,Outbound,9:02PM
Dryden Village @ Post Office,43,Weekdays,Outbound,6:43AM
Dryden Village @ Post Office,43,Weekdays,Outbound,7:08AM
Dryden Village @ Post Office,43,EXPRESS Weekdays,Outbound,7:14AM
Dryden Village @ Post Office,43,Weekdays,Outbound,8:18AM
Dryden Village @ Post Office,43,Weekdays,Outbound,8:43AM
Dryden Village @ Post Office,43,Weekdays,Outbound,10:33AM
Dryden Village @ Post Office,43,Weekdays,Outbound,12:33PM
Dryden Village @ Post Office,43,Weekdays,Outbound,2:33PM
Dryden Village @ Post Office,43,Weekdays,Outbound,3:33PM
Dryden Village @ Post Office,43,EXPRESS Weekdays,Outbound,4:58PM
Dryden Village @ Post Office,43,Weekdays,Outbound,5:08PM
Dryden Village @ Post Office,43,Weekdays,Outbound,6:18PM
Dryden Village @ Post Office,43,Weekdays,Outbound,7:13PM
Dryden Village @ Post Office,43,Weekdays,Outbound,9:13PM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Outbound,10:47AM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Inbound,11:14AM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Outbound,12:47PM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Inbound,1:14PM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Outbound,2:47PM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Inbound,3:14PM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Outbound,7:27PM
Freeville - Railroad St. (Rt. 38 @ Rt. 3,43,Weekdays,Inbound,7:54PM
Valley Rd. @ Boiceville Rd.,53,Morning Weekdays,Loop,7:21AM
Valley Rd. @ Boiceville Rd.,53,Morning Weekdays,Loop,8:21AM
Valley Rd. @ Boiceville Rd.,52,Weekdays,Outbound,9:06AM
Valley Rd. @ Boiceville Rd.,52,Weekdays,Outbound,11:07AM
Valley Rd. @ Boiceville Rd.,52,Weekdays,Outbound,2:57PM
Valley Rd. @ Boiceville Rd.,52,Weekdays,Outbound,4:22PM
Valley Rd. @ Boiceville Rd.,53,Afternoon Weekdays,Loop,4:58PM
Valley Rd. @ Boiceville Rd.,53,Afternoon Weekdays,Loop,6:03PM
Valley Rd. @ Boiceville Rd.,52,Weekdays,Outbound,6:57PM
Boiceville Rd. @ Rt. 79,53,Morning Weekdays,Loop,7:21AM
Boiceville Rd. @ Rt. 79,53,Morning Weekdays,Loop,8:21AM
Boiceville Rd. @ Rt. 79,52,Weekdays,Outbound,9:06AM
Boiceville Rd. @ Rt. 79,52,Weekdays,Outbound,11:07AM
Boiceville Rd. @ Rt. 79,52,Weekdays,Outbound,2:57PM
Boiceville Rd. @ Rt. 79,52,Weekdays,Outbound,4:22PM
Boiceville Rd. @ Rt. 79,53,Afternoon Weekdays,Loop,4:58PM
Boiceville Rd. @ Rt. 79,53,Afternoon Weekdays,Loop,6:03PM
Boiceville Rd. @ Rt. 79,52,Weekdays,Outbound,6:57PM
Ellis Hollow @ Rt. 79,53,Morning Weekdays,Loop,7:21AM
Ellis Hollow @ Rt. 79,53,Morning Weekdays,Loop,8:21AM
Ellis Hollow @ Rt. 79,53,Afternoon Weekdays,Loop,4:58PM
Ellis Hollow @ Rt. 79,53,Afternoon Weekdays,Loop,6:03PM
Meadow @ Tops gas station,67,Weekdays,Outbound,5:33AM
Meadow @ Tops gas station,67,Weekdays,Outbound,6:43AM
Meadow @ Tops gas station,67,Weekdays,Outbound,7:53AM
Meadow @ Tops gas station,67,Weekdays,Outbound,11:33AM
Meadow @ Tops gas station,67,Weekdays,Outbound,3:04PM
Meadow @ Tops gas station,67,Weekdays,Outbound,4:51PM
Meadow @ Tops gas station,67,Weekdays,Outbound,6:06PM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,5:36AM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,6:46AM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,7:56AM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,11:36AM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,3:08PM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,4:55PM
Newfield Main St @ Elmira Rd.,67,Weekdays,Outbound,6:10PM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,5:59AM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,7:09AM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,8:19AM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,12:05PM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,3:32PM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,5:18PM
Sunnys @ Rt. 34/96,67,Weekdays,Inbound,6:34PM
Professional Building,14,Weekdays,Outbound,7:08AM
Professional Building,14,Weekdays,Outbound,8:08AM
Professional Building,14,Weekdays,Outbound,9:12AM
Professional Building,14,Weekdays,Outbound,10:12AM
Professional Building,14,Weekdays,Outbound,11:12AM
Professional Building,14,Weekdays,Outbound,12:12PM
Professional Building,14,Weekdays,Outbound,1:12PM
Professional Building,14,Weekdays,Outbound,2:27PM
Professional Building,14,Weekdays,Outbound,3:28PM
Professional Building,14,Weekdays,Outbound,4:28PM
Thurston @ Waite,93,Weekdays,Loop,6:30PM
Thurston @ Waite,93,Weekdays,Loop,7:21PM
Thurston @ Waite,93,Weekdays,Loop,7:30PM
Thurston @ Waite,92,Monday - Friday,North,7:51PM
Thurston @ Waite,93,Weekdays,Loop,8:21PM
Thurston @ Waite,93,Weekdays,Loop,8:30PM
Thurston @ Waite,92,Monday - Friday,North,8:51PM
Thurston @ Waite,93,Weekdays,Loop,9:21PM
Thurston @ Waite,93,Weekdays,Loop,9:30PM
Thurston @ Waite,92,Monday - Friday,North,9:51PM
Thurston @ Waite,93,Weekdays,Loop,10:21PM
Thurston @ Waite,93,Weekdays,Loop,10:30PM
Thurston @ Waite,92,Monday - Friday,North,10:51PM
Thurston @ Waite,93,Weekdays,Loop,11:21PM
Thurston @ Waite,93,Weekdays,Loop,11:30PM
Thurston @ Waite,92,Monday - Friday,North,11:51PM
East Hill Office Building Loop,82,Monday - Friday,North,7:30AM
East Hill Office Building Loop,82,Monday - Friday,North,7:40AM
East Hill Office Building Loop,82,Monday - Friday,North,7:50AM
East Hill Office Building Loop,82,Monday - Friday,North,8:00AM
East Hill Office Building Loop,82,Monday - Friday,North,8:10AM
East Hill Office Building Loop,82,Monday - Friday,North,8:20AM
East Hill Office Building Loop,82,Monday - Friday,North,8:30AM
East Hill Office Building Loop,82,Monday - Friday,North,8:40AM
East Hill Office Building Loop,82,Monday - Friday,North,8:50AM
East Hill Office Building Loop,82,Monday - Friday,North,9:02AM
East Hill Office Building Loop,82,Monday - Friday,North,9:12AM
East Hill Office Building Loop,82,Monday - Friday,North,9:22AM
